일자,콜평균내재변동성,풋평균내재변동성,대표변동성,역사적변동성(90일)
"2012/09/26",16.00,15.80,15.90,19.20
"2012/09/25",17.30,15.50,16.30,20.10
"2012/09/24",16.40,17.20,16.70,20.10
"2012/09/21",16.00,17.20,16.70,20.90
"2012/09/20",18.10,16.80,17.10,20.90
"2012/09/19",18.10,16.40,17.30,20.80
"2012/09/18",16.90,17.20,17.00,21.00
"2012/09/17",16.60,17.10,16.90,21.00
"2012/09/14",16.30,17.50,16.70,21.10
"2012/09/13",17.20,18.60,17.80,20.40
"2012/09/12",23.80,25.80,24.40,20.60
"2012/09/11",21.10,22.10,21.50,20.50
"2012/09/10",21.10,21.10,21.10,20.50
"2012/09/07",17.50,19.10,17.90,20.50
"2012/09/06",20.10,24.90,22.20,19.90
"2012/09/05",20.00,24.30,23.00,20.00
"2012/09/04",19.20,21.00,20.10,19.70
"2012/09/03",18.90,21.30,19.70,19.70
"2012/08/31",17.30,21.80,19.60,19.70
"2012/08/30",17.90,20.90,19.70,19.70
"2012/08/29",17.70,18.10,17.90,19.70
"2012/08/28",18.90,17.90,18.30,19.70
"2012/08/27",20.60,17.10,18.50,19.80
"2012/08/24",18.60,17.60,17.90,19.80
"2012/08/23",18.20,17.10,17.70,19.70
"2012/08/22",17.40,19.10,18.40,19.80
"2012/08/21",19.20,17.50,17.90,19.80
"2012/08/20",19.00,17.60,18.10,19.80
"2012/08/17",19.10,16.50,17.20,20.00
"2012/08/16",17.90,17.60,17.70,19.90
"2012/08/14",17.30,17.60,17.40,20.00
"2012/08/13",19.30,17.50,18.00,20.00
"2012/08/10",18.00,17.90,17.90,20.10
"2012/08/09",20.10,17.50,19.20,20.10
"2012/08/08",16.70,20.00,18.20,19.80
"2012/08/07",18.20,19.00,18.50,19.80
"2012/08/06",20.10,20.00,20.00,19.80
"2012/08/03",17.90,18.00,18.00,19.50
"2012/08/02",22.00,22.50,22.30,19.40
"2012/08/01",21.50,21.30,21.40,19.40
"2012/07/31",16.80,22.00,17.70,19.40
"2012/07/30",15.60,21.20,17.60,19.00
"2012/07/27",15.20,18.90,15.80,19.00
"2012/07/26",18.80,22.30,19.80,18.30
"2012/07/25",20.70,22.80,21.70,18.30
"2012/07/24",17.30,22.20,19.00,18.20
"2012/07/23",18.00,22.20,20.20,18.30
"2012/07/20",15.00,17.70,16.30,18.20
"2012/07/19",15.20,17.30,16.00,18.20
"2012/07/18",16.90,18.90,18.40,18.00
"2012/07/17",15.50,18.30,16.70,18.00
"2012/07/16",15.40,19.00,16.70,18.00
"2012/07/13",15.00,20.50,16.10,18.00
"2012/07/12",18.70,18.20,18.30,17.80
"2012/07/11",16.80,17.40,17.00,17.40
"2012/07/10",18.80,16.40,17.50,17.60
"2012/07/09",18.10,20.80,19.40,17.70
"2012/07/06",14.70,20.30,17.80,17.70
"2012/07/05",14.70,18.70,16.30,17.60
"2012/07/04",13.30,17.60,15.10,17.70
"2012/07/03",14.80,17.90,15.80,17.70
"2012/07/02",17.00,19.40,18.20,17.60
"2012/06/29",16.80,20.60,17.20,17.60
"2012/06/28",18.60,22.30,20.00,17.50
"2012/06/27",18.80,22.40,19.60,17.60
"2012/06/26",18.80,23.00,20.50,17.80
"2012/06/25",18.20,23.50,20.50,17.80
"2012/06/22",17.20,22.70,20.70,17.70
"2012/06/21",17.00,18.70,18.00,17.30
"2012/06/20",17.80,19.80,18.60,17.30
"2012/06/19",19.30,20.10,19.60,17.40
"2012/06/18",20.40,20.30,20.40,17.40
"2012/06/15",24.40,24.90,24.60,17.10
"2012/06/14",22.00,24.20,23.00,17.10
"2012/06/13",18.60,18.00,18.30,17.20
"2012/06/12",18.90,21.00,19.70,17.20
"2012/06/11",18.60,19.50,18.90,17.20
"2012/06/08",18.30,20.80,19.70,17.00
"2012/06/07",18.50,20.50,19.10,17.00
"2012/06/05",22.10,24.00,22.80,16.30
"2012/06/04",24.30,27.40,25.70,16.20
"2012/06/01",19.30,22.80,20.40,16.00
"2012/05/31",16.50,24.00,17.60,16.10
"2012/05/30",15.20,23.00,17.30,16.10
"2012/05/29",17.00,21.00,17.60,16.40
"2012/05/25",17.40,21.80,18.90,16.30
"2012/05/24",18.70,23.40,20.10,16.30
"2012/05/23",20.20,22.80,21.20,16.40
"2012/05/22",16.80,22.40,18.00,16.30
"2012/05/21",20.60,26.30,22.70,16.30
"2012/05/18",24.10,25.50,25.10,16.30
"2012/05/17",17.90,22.20,19.90,15.30
"2012/05/16",18.60,24.60,24.10,15.30
"2012/05/15",16.40,18.90,17.30,14.20
"2012/05/14",15.70,18.70,16.80,15.00
"2012/05/11",14.90,20.00,18.20,15.00
"2012/05/10",15.10,18.00,16.30,14.70
"2012/05/09",17.20,16.20,16.60,14.80
"2012/05/08",15.70,16.50,16.10,14.80
"2012/05/07",15.10,22.90,19.20,14.90
"2012/05/04",12.80,15.40,14.00,14.60
"2012/05/03",13.00,14.90,13.80,14.60
"2012/05/02",12.30,17.20,14.10,15.50
"2012/04/30",13.60,17.30,15.20,15.50
"2012/04/27",13.00,18.00,14.90,16.50
"2012/04/26",16.20,18.40,17.40,16.60
"2012/04/25",17.00,19.30,18.30,17.10
"2012/04/24",16.50,18.60,17.30,17.10
"2012/04/23",16.30,17.70,17.00,17.50
"2012/04/20",15.50,17.60,16.70,17.60
"2012/04/19",15.00,16.70,15.80,17.90
"2012/04/18",14.90,16.50,15.60,17.90
"2012/04/17",16.60,18.60,17.70,17.80
"2012/04/16",16.20,18.80,17.30,17.90
"2012/04/13",15.30,17.70,16.20,17.90
"2012/04/12",17.00,20.00,18.20,17.80
"2012/04/10",18.00,17.90,18.00,19.00
"2012/04/09",18.30,19.10,18.70,19.00
"2012/04/06",14.50,15.00,14.70,19.20
"2012/04/05",16.00,16.60,16.20,19.60
"2012/04/04",16.70,15.20,15.70,19.70
"2012/04/03",13.80,16.60,14.60,19.50
"2012/04/02",15.10,17.60,15.90,19.90
"2012/03/30",14.90,17.90,16.30,19.90
"2012/03/29",15.40,17.60,16.70,20.00
"2012/03/28",15.90,15.90,15.90,20.30
"2012/03/27",15.60,15.60,15.60,20.30
"2012/03/26",16.40,17.00,16.70,20.50
"2012/03/23",15.10,16.80,15.90,20.50
"2012/03/22",16.60,15.70,16.10,20.80
"2012/03/21",16.50,16.50,16.50,21.30
"2012/03/20",16.70,16.50,16.60,23.20
"2012/03/19",18.00,15.90,17.10,23.20
"2012/03/16",17.60,15.50,16.20,23.20
"2012/03/15",17.90,16.60,17.10,23.20
"2012/03/14",17.50,16.70,17.10,23.80
"2012/03/13",17.90,16.20,17.20,23.90
"2012/03/12",17.60,18.00,17.90,23.90
"2012/03/09",16.30,17.60,16.80,23.90
"2012/03/08",20.20,17.30,19.00,23.90
"2012/03/07",19.70,24.90,22.10,23.90
"2012/03/06",18.30,20.90,19.80,23.90
"2012/03/05",19.30,18.10,18.60,23.90
"2012/03/02",15.50,15.90,15.70,23.80
"2012/02/29",15.30,17.40,16.00,24.40
"2012/02/28",18.90,17.90,18.50,24.50
"2012/02/27",20.50,19.90,20.10,24.90
"2012/02/24",17.60,17.50,17.50,24.80
"2012/02/23",18.50,19.00,18.80,25.00
"2012/02/22",18.40,19.10,18.70,25.00
"2012/02/21",20.10,17.90,19.00,25.00
"2012/02/20",18.90,18.10,18.30,25.00
"2012/02/17",18.10,17.40,17.70,25.00
"2012/02/16",18.80,19.70,19.40,25.10
"2012/02/15",17.70,18.60,17.90,24.90
"2012/02/14",18.10,19.00,18.50,25.20
"2012/02/13",19.20,20.50,19.80,25.60
"2012/02/10",19.40,20.60,20.20,25.90
"2012/02/09",20.50,20.70,20.50,26.60
"2012/02/08",21.10,17.80,20.10,26.60
"2012/02/07",20.20,19.40,19.90,26.90
"2012/02/06",22.30,20.70,21.40,27.00
"2012/02/03",20.40,18.50,19.30,28.10
"2012/02/02",19.10,19.70,19.30,28.40
"2012/02/01",19.70,20.80,20.20,30.10
"2012/01/31",20.30,20.80,20.50,30.50
"2012/01/30",21.90,21.20,21.40,30.50
"2012/01/27",21.50,20.30,21.00,30.50
"2012/01/26",21.90,20.60,21.20,30.50
"2012/01/25",21.00,21.00,21.00,31.10
"2012/01/20",19.30,21.10,19.60,31.20
"2012/01/19",20.50,20.60,20.50,31.70
"2012/01/18",22.80,21.40,22.30,31.80
"2012/01/17",21.80,21.90,21.80,31.80
"2012/01/16",21.30,24.10,22.40,32.40
"2012/01/13",21.40,20.60,21.10,32.40
"2012/01/12",20.10,22.60,21.10,33.40
"2012/01/11",28.80,22.30,25.60,33.30
"2012/01/10",28.70,25.50,27.40,33.30
"2012/01/09",30.40,31.30,30.80,33.40
"2012/01/06",30.50,25.40,27.60,33.40
"2012/01/05",29.10,26.70,27.60,33.60
"2012/01/04",27.20,28.40,28.00,33.70
"2012/01/03",29.80,25.40,29.00,33.70
"2012/01/02",26.40,28.10,27.10,33
