일자,콜평균내재변동성,풋평균내재변동성,대표변동성,역사적변동성(90일)
"2011/09/30",33.60,47.40,37.20,33.10
"2011/09/29",39.10,47.80,40.20,33.30
"2011/09/28",41.60,48.20,46.00,33.00
"2011/09/27",47.40,43.50,46.40,33.10
"2011/09/26",47.20,52.90,52.20,32.00
"2011/09/23",46.80,51.20,50.60,31.90
"2011/09/22",35.80,45.40,41.20,30.50
"2011/09/21",35.40,38.00,36.50,30.10
"2011/09/20",36.50,40.10,37.80,30.20
"2011/09/19",37.20,40.10,38.80,30.30
"2011/09/16",33.30,35.50,34.10,30.20
"2011/09/15",39.10,40.20,39.80,29.60
"2011/09/14",40.90,45.80,44.70,29.50
"2011/09/09",32.40,39.30,37.30,29.00
"2011/09/08",26.80,37.10,31.60,29.00
"2011/09/07",41.70,38.80,41.20,28.90
"2011/09/06",51.10,55.20,52.70,28.00
"2011/09/05",43.60,45.30,45.00,28.00
"2011/09/02",26.50,35.10,30.90,27.00
"2011/09/01",27.40,33.80,31.70,27.00
"2011/08/31",24.70,31.40,25.40,27.00
"2011/08/30",28.80,33.70,30.80,26.90
"2011/08/29",31.50,39.50,32.90,27.20
"2011/08/26",39.60,46.00,42.40,26.70
"2011/08/25",37.90,45.20,42.90,26.60
"2011/08/24",38.20,41.90,40.90,26.60
"2011/08/23",34.00,39.10,35.10,26.60
"2011/08/22",45.50,41.00,41.50,25.80
"2011/08/19",42.60,50.50,49.90,25.80
"2011/08/18",28.50,35.50,32.70,23.50
"2011/08/17",24.00,33.20,26.60,23.20
"2011/08/16",24.50,31.10,26.10,23.20
"2011/08/12",34.20,40.80,39.50,21.60
"2011/08/11",40.30,48.50,44.40,21.50
"2011/08/10",40.00,67.90,60.20,21.50
"2011/08/09",64.30,76.50,71.50,21.50
"2011/08/08",42.90,55.20,53.70,20.70
"2011/08/05",29.30,36.80,34.70,19.90
"2011/08/04",23.30,22.70,22.80,19.00
"2011/08/03",20.20,24.20,22.90,18.60
"2011/08/02",21.50,23.40,23.00,18.00
"2011/08/01",20.10,19.50,19.80,17.70
"2011/07/29",20.50,22.90,22.20,17.40
"2011/07/28",19.70,19.80,19.80,17.30
"2011/07/27",17.80,19.60,18.50,17.30
"2011/07/26",18.90,18.70,18.80,17.40
"2011/07/25",19.60,19.20,19.40,17.30
"2011/07/22",16.60,16.80,16.70,17.50
"2011/07/21",18.60,18.70,18.70,17.90
"2011/07/20",18.70,18.80,18.70,18.00
"2011/07/19",19.00,22.30,20.80,18.10
"2011/07/18",19.00,22.70,20.90,18.20
"2011/07/15",19.40,20.10,19.60,18.10
"2011/07/14",18.40,20.40,19.10,18.10
"2011/07/13",18.90,19.20,19.00,18.30
"2011/07/12",20.10,20.70,20.60,18.50
"2011/07/11",18.40,15.50,16.70,18.40
"2011/07/08",15.10,13.60,14.30,18.30
"2011/07/07",14.90,15.00,14.90,18.40
"2011/07/06",15.40,15.50,15.40,18.40
"2011/07/05",15.70,15.70,15.70,18.40
"2011/07/04",15.50,15.50,15.50,18.40
"2011/07/01",14.60,16.50,15.40,18.60
"2011/06/30",16.90,19.70,18.30,18.50
"2011/06/29",19.20,22.80,20.60,18.70
"2011/06/28",21.20,21.50,21.40,18.60
"2011/06/27",19.20,21.70,20.30,18.60
"2011/06/24",17.80,18.70,18.00,18.60
"2011/06/23",17.70,21.40,19.60,18.60
"2011/06/22",18.20,20.40,19.30,18.80
"2011/06/21",19.50,21.10,20.00,19.10
"2011/06/20",20.50,22.80,22.20,19.00
"2011/06/17",20.50,22.20,21.70,19.00
"2011/06/16",19.20,20.50,20.10,18.90
"2011/06/15",17.80,19.60,18.50,18.60
"2011/06/14",18.80,18.90,18.90,18.90
"2011/06/13",20.20,19.70,20.00,18.70
"2011/06/10",18.00,20.50,20.10,18.70
"2011/06/09",19.70,20.00,19.90,18.70
"2011/06/08",18.20,20.70,19.50,18.70
"2011/06/07",24.50,20.90,22.80,18.70
"2011/06/03",18.10,17.20,17.70,18.90
"2011/06/02",16.70,18.00,17.30,18.90
"2011/06/01",16.20,16.70,16.40,18.80
"2011/05/31",17.00,18.90,17.30,18.80
"2011/05/30",18.30,21.60,19.90,18.50
"2011/05/27",15.90,19.60,17.20,18.50
"2011/05/26",16.60,21.30,17.20,18.50
"2011/05/25",17.60,21.00,20.10,17.90
"2011/05/24",15.60,21.90,18.50,17.80
"2011/05/23",16.90,21.10,20.30,17.80
"2011/05/20",15.10,18.50,16.20,17.30
"2011/05/19",16.90,18.50,18.20,17.20
"2011/05/18",15.60,20.10,16.50,17.00
"2011/05/17",16.80,22.00,19.00,16.80
"2011/05/16",17.30,22.90,20.20,16.80
"2011/05/13",17.40,21.60,19.20,16.80
"2011/05/12",17.00,22.70,20.50,16.80
"2011/05/11",15.60,24.00,18.70,16.40
"2011/05/09",16.80,23.10,20.60,16.30
"2011/05/06",13.30,18.90,16.50,16.30
"2011/05/04",16.70,13.60,14.70,16.00
"2011/05/03",15.10,16.80,16.10,15.90
"2011/05/02",15.30,16.20,15.50,15.80
"2011/04/29",14.20,17.00,15.80,15.60
"2011/04/28",14.00,17.60,16.00,15.60
"2011/04/27",15.20,18.00,16.90,15.60
"2011/04/26",15.70,16.60,16.20,15.60
"2011/04/25",14.40,17.20,15.30,15.60
"2011/04/22",14.20,16.00,15.10,15.60
"2011/04/21",15.20,16.30,15.60,15.60
"2011/04/20",14.50,17.20,14.80,15.80
"2011/04/19",15.60,18.80,17.00,15.30
"2011/04/18",14.70,20.20,17.20,15.30
"2011/04/15",14.80,18.20,16.00,15.30
"2011/04/14",13.90,19.80,15.10,15.30
"2011/04/13",17.50,19.60,18.00,15.40
"2011/04/12",15.10,18.90,17.30,15.30
"2011/04/11",15.60,19.70,17.60,15.00
"2011/04/08",12.60,17.50,14.90,15.00
"2011/04/07",14.40,16.40,15.50,15.20
"2011/04/06",16.30,14.80,15.60,15.20
"2011/04/05",14.80,15.70,15.10,15.20
"2011/04/04",15.50,15.60,15.60,15.20
"2011/04/01",12.70,15.30,13.50,15.20
"2011/03/31",13.70,16.10,14.50,15.20
"2011/03/30",14.20,15.70,14.60,15.40
"2011/03/29",14.80,14.00,14.60,15.30
"2011/03/28",14.50,14.00,14.20,15.30
"2011/03/25",13.30,14.40,13.70,15.30
"2011/03/24",13.40,16.90,14.30,15.20
"2011/03/23",14.50,18.20,16.00,16.00
"2011/03/22",13.80,18.10,15.00,16.10
"2011/03/21",14.40,19.70,15.40,16.10
"2011/03/18",16.50,22.40,17.80,16.00
"2011/03/17",18.70,25.20,19.80,15.90
"2011/03/16",17.90,23.70,19.50,15.90
"2011/03/15",21.30,29.70,28.20,15.70
"2011/03/14",16.50,20.50,17.00,15.10
"2011/03/11",16.00,22.20,19.50,15.20
"2011/03/10",17.10,19.80,18.60,15.20
"2011/03/09",19.40,19.40,19.40,15.00
"2011/03/08",17.40,22.50,19.40,15.10
"2011/03/07",16.90,21.80,19.90,15.00
"2011/03/04",14.40,15.80,14.70,14.90
"2011/03/03",15.00,20.40,16.10,14.70
"2011/03/02",17.30,18.70,18.00,14.30
"2011/02/28",16.30,21.00,19.10,14.30
"2011/02/25",16.80,20.80,18.20,14.30
"2011/02/24",18.00,21.80,20.40,14.50
"2011/02/23",20.10,21.60,20.90,14.50
"2011/02/22",18.40,23.00,20.80,14.60
"2011/02/21",16.30,20.60,18.10,14.30
"2011/02/18",15.10,19.20,16.00,14.50
"2011/02/17",17.60,20.10,19.00,14.20
"2011/02/16",16.90,19.70,18.90,14.20
"2011/02/15",14.40,19.50,16.70,14.10
"2011/02/14",14.80,18.60,15.70,14.30
"2011/02/11",16.00,20.20,19.50,13.80
"2011/02/10",15.00,19.50,18.20,13.60
"2011/02/09",15.40,19.80,17.90,13.10
"2011/02/08",14.10,17.90,16.10,12.90
"2011/02/07",12.30,19.70,16.60,12.90
"2011/02/01",11.90,19.50,16.00,12.90
"2011/01/31",12.00,14.10,13.20,12.90
"2011/01/28",9.30,12.90,10.80,12.50
"2011/01/27",9.50,12.70,10.80,12.50
"2011/01/26",9.50,13.40,10.60,12.50
"2011/01/25",11.50,13.40,12.50,12.50
"2011/01/24",11.70,16.30,13.00,12.50
"2011/01/21",12.30,17.10,15.50,12.50
"2011/01/20",11.30,15.70,13.20,12.10
"2011/01/19",11.60,15.30,12.40,12.10
"2011/01/18",11.90,17.70,14.80,12.10
"2011/01/17",12.90,16.90,14.90,12.10
"2011/01/14",12.00,16.40,12.80,12.10
"2011/01/13",11.30,19.70,16.30,12.10
"2011/01/12",11.20,17.30,14.00,12.00
"2011/01/11",16.00,15.40,15.80,12.00
"2011/01/10",17.20,17.30,17.20,12.10
"2011/01/07",14.70,13.40,14.30,12.30
"2011/01/06",13.80,13.40,13.60,12.60
"2011/01/05",13.70,14.30,14.00,12.60
"2011/01/04",12.60,15.20,13.30,12.60
"2011/01/03",13.80,15.20,14.30,12
